"sample_id","Axis1","Axis2","sample_id_clean","sample_type","include_qc","include_biological_analysis","diet_code","diet_label","hydrolysate_percent","fishmeal_percent","timepoint_day","tank","fish","group","forward_raw","reverse_raw","forward_symlink","reverse_symlink","treatment","treatment_label","timepoint_label","pairs_processed","pairs_written","reads.out","merged","nonchim","raw_to_nonchim_pct","timepoint","hydro_group","diet_label_short","diet_time","taxonomic_level","distance"
"X3.2t30",0.36859335080625,0.0516371747601295,"Ctrl_D30_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,30,3,2,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_2.fastq.gz","Ctrl","control","D30",64707,64707,58642,58576,48950,75.6486933407514,"D30","Ctrl","Control","Ctrl_D30","Genus","bray"
"X3.2t7",0.05555836193659,-0.393602441353695,"Ctrl_D07_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,7,3,2,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_2.fastq.gz","Ctrl","control","D07",65614,65614,58277,53220,45721,69.6817752308959,"D07","Ctrl","Control","Ctrl_D07","Genus","bray"
"X3.2t90",0.195985662677799,0.0507462638787395,"Ctrl_D90_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,90,3,2,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_2.fastq.gz","Ctrl","control","D90",34388,34388,32143,31849,30262,88.0016284750494,"D90","Ctrl","Control","Ctrl_D90","Genus","bray"
"X3.3t30",0.359946409202876,0.0424063750719992,"Ctrl_D30_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,30,3,3,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_2.fastq.gz","Ctrl","control","D30",77303,77303,69847,69266,68941,89.182826022276,"D30","Ctrl","Control","Ctrl_D30","Genus","bray"
"X3.3t7",-0.275426960027593,-0.620250633715686,"Ctrl_D07_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,7,3,3,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_2.fastq.gz","Ctrl","control","D07",66010,66010,56178,50575,38883,58.9047114073625,"D07","Ctrl","Control","Ctrl_D07","Genus","bray"
"X3.3t90",-0.597768545100256,0.225916819362592,"Ctrl_D90_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,90,3,3,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_2.fastq.gz","Ctrl","control","D90",84403,84403,80062,79582,78950,93.5393291707641,"D90","Ctrl","Control","Ctrl_D90","Genus","bray"
"X3.4t30",0.36676769803969,0.0472396400457938,"Ctrl_D30_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,30,3,4,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_2.fastq.gz","Ctrl","control","D30",64628,64628,58799,58618,57102,88.3548926162035,"D30","Ctrl","Control","Ctrl_D30","Genus","bray"
"X3.4t7",-0.273620501719728,-0.603475184577754,"Ctrl_D07_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,7,3,4,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_2.fastq.gz","Ctrl","control","D07",73099,73099,61118,57176,48772,66.7204749722978,"D07","Ctrl","Control","Ctrl_D07","Genus","bray"
"X3.4t90",0.224856394570696,0.175070343991426,"Ctrl_D90_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,90,3,4,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_2.fastq.gz","Ctrl","control","D90",79050,79050,72950,72841,70034,88.5945604048071,"D90","Ctrl","Control","Ctrl_D90","Genus","bray"
"X3.5t30",0.369593282533148,0.050066391792173,"Ctrl_D30_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,30,3,5,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_2.fastq.gz","Ctrl","control","D30",63142,63142,57632,57494,54847,86.8629438408666,"D30","Ctrl","Control","Ctrl_D30","Genus","bray"
"X3.5t7",-0.197747331498508,-0.245582552919868,"Ctrl_D07_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,7,3,5,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_2.fastq.gz","Ctrl","control","D07",64719,64719,60580,59099,53675,82.9354594477665,"D07","Ctrl","Control","Ctrl_D07","Genus","bray"
"X3.5t90",0.145364838743302,0.228095951163666,"Ctrl_D90_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,90,3,5,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_2.fastq.gz","Ctrl","control","D90",65591,65591,61466,61333,59852,91.250323977375,"D90","Ctrl","Control","Ctrl_D90","Genus","bray"
"Y1.1t30",0.369894269707973,0.0496380563709101,"BL15_D30_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,1,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",63156,63156,57631,57526,56919,90.124453733612,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y1.1t7",-0.277712922117381,-0.627480820866524,"BL15_D07_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,1,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",78919,78919,68081,64187,53130,67.3221911073379,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y1.1t90",-0.514597291899784,0.204688247360967,"BL15_D90_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,1,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",31454,31454,29371,29222,28400,90.2905830736949,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y1.2t30",0.344936103258524,0.0669666548514791,"BL15_D30_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,2,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",63660,63660,59265,59139,58689,92.191328934967,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y1.2t7",-0.278250535089728,-0.64366875170898,"BL15_D07_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,2,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",66068,66068,58603,56571,52173,78.9686383725858,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y1.2t90",-0.598067297562859,0.232010480675818,"BL15_D90_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,2,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",82559,82559,78650,78465,78182,94.6983369469107,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y1.3t30",0.187190046003454,-0.0521001433197803,"BL15_D30_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,3,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",68961,68961,62758,62176,51303,74.3942228215948,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y1.3t7",0.24184666885995,-0.147184869965934,"BL15_D07_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,3,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",64852,64852,58832,58151,56093,86.493862949485,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y1.3t90",-0.216788017153961,0.322217752771694,"BL15_D90_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,3,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",91938,91938,87593,87345,86842,94.4571341556266,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y1.4t30",0.358426935750314,0.0417204198865568,"BL15_D30_Tk1_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,4,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",78161,78161,71820,71732,71135,91.0108621947007,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y1.4t7",-0.287474941257845,-0.680315225298373,"BL15_D07_Tk1_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,4,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",79008,79008,69861,68645,62251,78.7907553665452,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y1.4t90",-0.281082973125673,0.236341908696291,"BL15_D90_Tk1_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,4,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",37066,37066,34427,34176,33421,90.1661900393892,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y1.5t30",0.333165695905237,0.0241689012935596,"BL15_D30_Tk1_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,5,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",67121,67121,61458,61202,50278,74.9065121199029,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y1.5t7",0.368063132299916,0.0454587377119414,"BL15_D07_Tk1_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,5,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",62899,62899,58342,58094,54959,87.3765878630821,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y1.5t90",0.167514574676288,0.209474840888935,"BL15_D90_Tk1_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,5,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",65348,65348,60249,60124,55312,84.6422231743894,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y2.1t30",0.323064955021814,0.0898769573991994,"BL15_D30_Tk2_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,2,1,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",79583,79583,72212,72008,51511,64.7261349785758,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y2.1t7",-0.246337322571223,-0.482986715990724,"BL15_D07_Tk2_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,2,1,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",65806,65806,62071,61520,57090,86.7550071422059,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
"Y2.1t90",-0.601651993194525,0.25096046619397,"BL15_D90_Tk2_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,2,1,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",64702,64702,58438,58382,58329,90.1502271954499,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus","bray"
"Y2.2t30",-0.482912379445639,0.274615067810031,"BL15_D30_Tk2_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,2,2,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",65354,65354,60972,60797,59583,91.1696300149953,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus","bray"
"Y2.2t7",0.368332950866377,0.0492769164049357,"BL15_D07_Tk2_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,2,2,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",65628,65628,59548,59348,58828,89.6385689035168,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus","bray"
